NAME,NTEE1,"Full Address",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"NATIONAL EXCHANGE CLUB",S,"427 3RD ST N JAX BCH, FL 32250",30.292337,-81.392154,1,rooftop,427,"3rd St N",,,"Jacksonville Beach",FL,"Duval County",32250,US,Duval
"LURAY S WARD CHARITABLE REM IRREV TUA TR 60 01 103 8408379",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"TOASTMASTERS INTERNATIONAL",W,"301 WEST BAY STREET JACKSONVILLE, FL 32202",30.327635,-81.662335,1,rooftop,301,"Bay St W",,,Jacksonville,FL,"Duval County",32202,US,Duval
"TOASTMASTERS INTERNATIONAL",W,"12390 DEERSONG DR JACKSONVILLE, FL 32218",30.460388,-81.602934,1,rooftop,12390,"Deersong Dr",,,Jacksonville,FL,"Duval County",32218,US,Duval
"DISABLED AMERICAN VETERANS",W,"1439 PARENTAL HOME RD JACKSONVILLE, FL 32216",30.290564,-81.576672,1,rooftop,1439,"Parental Home Rd",,,Jacksonville,FL,"Duval County",32216,US,Duval
"ROTARY CHARITIES OF NORTH JACKSONVILLE INC",S,"521 AIRPORT CENTER DR JACKSONVILLE, FL 32218",30.47736,-81.633971,1,rooftop,521,"Airport Center Dr",,,Jacksonville,FL,"Duval County",32218,US,Duval
"TOASTMASTERS INTERNATIONAL",W,"5201 GATE PKWY JACKSONVILLE, FL 32256",30.248591,-81.529392,1,rooftop,5201,"Gate Pkwy",,,Jacksonville,FL,"Duval County",32256,US,Duval
"TOASTMASTERS INTERNATIONAL",W,"8928 PROMINENCE PARKWAY BLDG 200 JACKSONVILLE, FL 32256",30.213856,-81.57261,1,rooftop,8928,"Prominence Pkwy",Bldg,200,Jacksonville,FL,"Duval County",32256,US,Duval
"TOASTMASTERS INTERNATIONAL",W,"4800 DEERWOOD CAMPUS PKWY JACKSONVILLE, FL 32246",30.257038,-81.54463,1,rooftop,4800,"Deerwood Campus Pkwy",,,Jacksonville,FL,"Duval County",32246,US,Duval
"TOASTMASTERS INTERNATIONAL",W,"601 RIVERSIDE AVENUE 10TH FLOOR JACKSONVILLE, FL 32204",30.319221,-81.674122,1,rooftop,601,"Riverside Ave",Fl,10,Jacksonville,FL,"Duval County",32204,US,Duval
"IMPROVED BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE WORLD",Y,"1008 BRADFORD DR WINTER PARK, FL 32792",28.634091,-81.29371,1,rooftop,1008,"Bradford Dr",,,"Winter Park",FL,"Seminole County",32792,US,Indemnification
"VINE DOT CO INC",T,"13712 COVINGTON CREEK DR JACKSONVILLE, FL 32224",30.303608,-81.446095,1,rooftop,13712,"Covington Creek Dr",,,Jacksonville,FL,"Duval County",32224,US,Duval
"TOASTMASTERS INTERNATIONAL",W,"4500 SAN PABLO RD S JACKSONVILLE, FL 32224",30.265182,-81.441715,1,rooftop,4500,"San Pablo Rd S",,,Jacksonville,FL,"Duval County",32224,US,Duval
"4069732 NEW BEGINNINGS TOASTMASTERS",W,"4320 DEERWOOD LAKE PKWY STE 101-40 JACKSONVILLE, FL 32216",30.268121,-81.561017,1,rooftop,4320,"Deerwood Lake Pkwy",Ste,101-40,Jacksonville,FL,"Duval County",32216,US,Duval
"TOASTMASTERS INTERNATIONAL",W,"301 W BAY ST STE 1300 JACKSONVILLE, FL 32202",30.327635,-81.662335,1,rooftop,301,"Bay St W",Ste,1300,Jacksonville,FL,"Duval County",32202,US,Duval
"TOASTMASTERS INTERNATIONAL",W,"10201 CENTURION PARKWAY NORTH JACKSONVILLE, FL 32256",30.247194,-81.549486,1,rooftop,10201,"Centurion Pkwy N",,,Jacksonville,FL,"Duval County",32256,US,Duval
"TOASTMASTERS INTERNATIONAL",W,"6743 SOUTHPOINT DR N JACKSONVILLE, FL 32216",30.254319,-81.591846,1,rooftop,6743,"Southpoint Dr N",,,Jacksonville,FL,"Duval County",32216,US,Duval
"TOASTMASTERS INTERNATIONAL",W,"4110 GRAYFIELD LN ORANGE PARK, FL 32065",30.18,-81.85068,1,rooftop,4110,"Grayfield Ln",,,"Orange Park",FL,"Clay County",32065,US,"Clay County"
"TOASTMASTERS INTERNATIONAL",W,"10151 DEERWOOD PARK BLVD B200 S400 JACKSONVILLE, FL 32256",30.241368,-81.549113,1,rooftop,10151,"Deerwood Park Blvd",Ste,400,Jacksonville,FL,"Duval County",32256,US,Duval
"5501933 RISING STARS TOASTMASTERS",W,"4320 DEERWOOD LAKE PKWY STE 101 408 JACKSONVILLE, FL 32216",30.268121,-81.561017,1,rooftop,4320,"Deerwood Lake Pkwy",Ste,101,Jacksonville,FL,"Duval County",32216,US,Duval
"5589640 VOICES OF LAWTEY TMS",W,"4320 DEERWOOD LAKE PKWY STE 101 408 JACKSONVILLE, FL 32216",30.268121,-81.561017,1,rooftop,4320,"Deerwood Lake Pkwy",Ste,101,Jacksonville,FL,"Duval County",32216,US,Duval
"TOASTMASTERS INTERNATIONAL",W,"4870 BRIGHTON DR JACKSONVILLE, FL 32217",30.22474,-81.599595,1,rooftop,4870,"Brighton Dr",,,Jacksonville,FL,"Duval County",32217,US,Duval
"ROTARY INTERNATIONAL",S,"PO BOX 550950 JACKSONVILLE, FL 32255",30.389438,-81.680806,0.5,place,550950,"PO Box",,,Jacksonville,FL,"Duval County",32255,US,"TIGER/Line® dataset from the US Census Bureau"
"AGLOW INTERNATIONAL",S,"3264 ACE LN JACKSONVILLE, FL 32277",30.359615,-81.5734,1,rooftop,3264,"Ace Ln",,,Jacksonville,FL,"Duval County",32277,US,Duval
"MILDRED A BRADY CHARITABLE TRUST",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"TUW ANN SMITH FBO ST MARKS CHURC",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"TOASTMASTERS INTERNATIONAL",W,"3890 MEDITERREAN COURT JACKSONVILLE, FL 32223",30.140761,-81.608224,1,rooftop,3890,"Mediterranean Ct",,,Jacksonville,FL,"Duval County",32223,US,Duval
"TOASTMASTERS INTERNATIONAL",W,"5615 SAN JUAN AVE APT 102 JACKSONVILLE, FL 32210",30.282328,-81.741476,1,rooftop,5615,"San Juan Ave",Apt,102,Jacksonville,FL,"Duval County",32210,US,Duval
"TOASTMASTERS INTERNATIONAL",W,"630 2ND ST S APT 3 JAX BCH, FL 32250",30.282126,-81.389481,1,rooftop,630,"2nd St S",Apt,3,"Jacksonville Beach",FL,"Duval County",32250,US,Duval
"NAVY WIVES CLUB OF AMERICA",W,"PO BOX 280045 MAYPORT, FL 32228",30.389189,-81.404408,0.45,place,280045,"PO Box",,,Mayport,FL,"Duval County",32228,US,"TIGER/Line® dataset from the US Census Bureau"
